priority,group,file_ar,text_ar,file_en,text_en,note
"1","kick","kick-003-1jgkzc4.mp3","بيك تشاجي (الركلة الجانبية)","kick-003-1vi2xi0.mp3","Bik Chagi (Side Kick)","اسم الركلة"
"2","phase","phase-001-1tr5wb7.mp3","1️⃣ وضعية الاستعداد (جونبي)","phase-001-ghi37t.mp3","1️⃣ Ready Stance (Junbi)","عنوان مرحلة"
"2","phase","phase-002-duue2u.mp3","خلي بالك: رجليك مفتوحين قد عرض كتافك — وجسمك مفرود","phase-002-1p0ityb.mp3","Focus: Feet shoulder-width apart — body straight","نصيحة المدرب"
"2","phase","phase-003-6oye3y.mp3","2️⃣ رفع الركبة (التجهيز)","phase-003-kht0dr.mp3","2️⃣ Knee Lift (Chamber)","عنوان مرحلة"
"2","phase","phase-004-qlbpj9.mp3","خلي بالك: لفّ الرجل اللي واقف عليها ~90° لبرّه وارفع ركبتك لحد صدرك بقوة","phase-004-91va2i.mp3","Focus: Pivot the standing foot ~90° outward and drive the knee up to chest height","نصيحة المدرب"
"2","phase","phase-005-1thtkrk.mp3","3️⃣ فرد الركلة (الضربة)","phase-005-71l9zh.mp3","3️⃣ Kick Extension (Strike)","عنوان مرحلة"
"2","phase","phase-006-1x6osnk.mp3","خلي بالك: افرد ركبتك بسرعة وزق وسطك لقدام — واضرب بمشط رجلك","phase-006-ts9tsp.mp3","Focus: Snap the knee straight and drive the hip forward — strike with the ball of the foot","نصيحة المدرب"
"2","phase","phase-007-aw3huq.mp3","4️⃣ سحب الرجل (الرجوع)","phase-007-175tdq5.mp3","4️⃣ Recoil (Pull Back)","عنوان مرحلة"
"2","phase","phase-008-pks1ju.mp3","خلي بالك: اسحب رجلك لورا بسرعة بعد الضربة على طول","phase-008-1fbcqm4.mp3","Focus: Snap the leg back immediately after the strike","نصيحة المدرب"
"2","phase","phase-009-pa48pl.mp3","5️⃣ الرجوع للوضعية","phase-009-1xhg1at.mp3","5️⃣ Return to Stance","عنوان مرحلة"
"2","phase","phase-010-ofpt3n.mp3","خلي بالك: نزّل رجلك على الأرض بالراحة وخلي توازنك مظبوط","phase-010-1u031fz.mp3","Focus: Step down smoothly and regain your ready stance","نصيحة المدرب"
"2","phase","phase-011-15a32a2.mp3","خلي بالك: إيديك مرفوعة للحماية ووزنك في النص وإنت جاهز ترفع رجلك مفرودة","phase-011-9sqeo.mp3","Focus: Guard up, weight centered, ready to raise the leg straight","نصيحة المدرب"
"2","phase","phase-012-1jxor82.mp3","2️⃣ الرفع لفوق","phase-012-eatb92.mp3","2️⃣ Vertical Rise","عنوان مرحلة"
"2","phase","phase-013-rujfxm.mp3","خلي بالك: ارفع رجلك وهي مفرودة لفوق على قد ما تقدر — زق وسطك لفوق وميّل جسمك لورا شوية عشان التوازن","phase-013-1bsvtj4.mp3","Focus: Raise the straight leg vertically as high as possible — hips push upward and torso leans back slightly for balance","نصيحة المدرب"
"2","phase","phase-014-f1tvgk.mp3","3️⃣ نزول الكعب (الضربة)","phase-014-yqr4k9.mp3","3️⃣ Heel Drop (Strike)","عنوان مرحلة"
"2","phase","phase-015-1l39xfx.mp3","خلي بالك: نزّل الكعب لتحت بقوة وخلي الجاذبية تساعدك — أقوى ضربة بتبقى لما رجلك تكون بزاوية ~45° من الوضع الرأسي وهي نازلة","phase-015-w1lgf5.mp3","Focus: Snap the heel down sharply onto the target, letting gravity add force — ideal power hits around a 45° angle from vertical on the way down","نصيحة المدرب"
"2","phase","phase-016-8obgum.mp3","4️⃣ السحب","phase-016-cis1gj.mp3","4️⃣ Recoil","عنوان مرحلة"
"2","phase","phase-017-z56p68.mp3","خلي بالك: اسحب رجلك لفوق بسرعة بعد الضربة","phase-017-1tw11ev.mp3","Focus: Pull the leg back up quickly after impact","نصيحة المدرب"
"2","phase","phase-018-yek6x9.mp3","خلي بالك: انزل بالراحة وارجع ارفع إيديك للحماية","phase-018-483tf2.mp3","Focus: Step down under control and reset your guard","نصيحة المدرب"
"2","phase","phase-019-164fprq.mp3","خلي بالك: إيديك مرفوعة للحماية ووزنك متوازن وإنت جاهز تلف بجنبك ناحية الهدف","phase-019-11astxb.mp3","Focus: Guard up, weight balanced, ready to turn side-on to the target","نصيحة المدرب"
"2","phase","phase-020-ndgysy.mp3","2️⃣ اللف ورفع الركبة (التجهيز)","phase-020-rncck8.mp3","2️⃣ Turn & Chamber the Knee","عنوان مرحلة"
"2","phase","phase-021-zhg6c2.mp3","خلي بالك: لف جسمك بجنبك وارفع ركبة الرجل اللي هتضرب بيها لحد صدرك وهي مطوية كويس عشان تحميها","phase-021-1a316pr.mp3","Focus: Turn your body side-on and lift the kicking knee to chest height, folded tight to protect it","نصيحة المدرب"
"2","phase","phase-022-p2puop.mp3","3️⃣ الضربة الجانبية المستقيمة","phase-022-2zb0dv.mp3","3️⃣ Straight Side Strike","عنوان مرحلة"
"2","phase","phase-023-hknltn.mp3","خلي بالك: كمّل اللفة لحد 180° وازق رجلك في خط مستقيم ولف وسطك عشان الضربة تبقى أقوى — اضرب بالكعب أو حرف الرجل الخارجي","phase-023-1nvjxux.mp3","Focus: Complete the pivot to 180° and drive the leg out in a straight line, rotating the hip into the strike — hit with the heel / outer blade of the foot","نصيحة المدرب"
"2","phase","phase-024-i4epqc.mp3","خلي بالك: اسحب رجلك لورا لوضعية الطي على طول بعد الضربة","phase-024-mjvnt3.mp3","Focus: Pull the leg straight back into the chambered position after impact","نصيحة المدرب"
"2","phase","phase-025-km5fca.mp3","خلي بالك: نزّل رجلك بالراحة وارجع لوضعية متوازنة وإيديك مرفوعة","phase-025-he3js4.mp3","Focus: Lower the foot gently and reset to a balanced, guarded stance","نصيحة المدرب"
"2","screen","screen-001-ogn0iu.mp3","ابدأ رحلتك عشان تحترف حركات التايكوندو. خلّص كل مهارة عشان تفتح اللي بعدها!","screen-001-19xu44s.mp3","Start your journey to master Taekwondo techniques. Complete each skill to unlock the next!","تعليمات الشاشة"
"2","screen","screen-002-13l4o90.mp3","كل ميدالية وكاس وشهادة خدتها في رحلتك","screen-002-1nm4dq6.mp3","Every medal, cup, and certificate you've earned on your journey","تعليمات الشاشة"
"2","screen","screen-003-1lcrtau.mp3","تمرين جامد! اعمل إطالة للعضلات دي 20 ثانية لكل واحدة عشان تخلّص بأمان.","screen-003-3tszwd.mp3","Great training! Stretch these muscles for 20 seconds each to finish safely.","تعليمات الشاشة"
"2","screen","screen-004-uf0i3b.mp3","ملخص سريع للقراية بس، لأولياء الأمور والمدربين.","screen-004-u5u9t0.mp3","A quick read-only summary for parents and coaches.","تعليمات الشاشة"
"2","screen","screen-005-13hlbab.mp3","شوف ترتيبك مقارنة بكل اللاعبين على الجهاز ده.","screen-005-drmsby.mp3","See how every player on this device ranks.","تعليمات الشاشة"
"2","screen","screen-006-12u6pn6.mp3","النتائج والملاحظات لكل لاعب على الجهاز ده.","screen-006-q2ouko.mp3","Scores and insights for every player on this device.","تعليمات الشاشة"
"2","screen","screen-007-1r782gk.mp3","Skill description","screen-007-1r782gk.mp3","Skill description","تعليمات الشاشة"
"2","screen","screen-008-ca3x7o.mp3","اتقن المراحل الخمسة للركلة الأمامية","screen-008-1necs3v.mp3","Master the 5 stages of the front kick","تعليمات الشاشة"
"2","screen","screen-009-1lrbhxe.mp3","اختار لعبة وابدأ التمرين","screen-009-olm89m.mp3","Choose a game to start training","تعليمات الشاشة"
"2","screen","screen-010-1l69ilr.mp3","اسحب نقط التحكم أو استخدم الأسهم عشان تحرك المفاصل","screen-010-1f00hbk.mp3","Drag the control points or use arrow keys to create perfect Ap Chagi form","تعليمات الشاشة"
"2","screen","screen-011-1imkpb1.mp3","رتّب المراحل الخمسة الحقيقية بالترتيب الصح — فيه قطعة دخيلة، سيبها برّه!","screen-011-pytb2v.mp3","Arrange the 5 real stages in order — one piece is an imposter, leave it out!","تعليمات الشاشة"
"2","screen","screen-012-1xthph4.mp3","دوس على الجملة الوحيدة الغلط فنيًا عن الصورة اللي قدامك","screen-012-kf2y1s.mp3","Tap the ONE statement that is technically wrong about the image shown","تعليمات الشاشة"
"2","screen","screen-013-f3srh4.mp3","دوس على الجزء اللي فيه الغلطة الفنية المستخبية في الركلة الأمامية دي","screen-013-bi9qn7.mp3","Tap the body part that has the hidden technical mistake in this Ap Chagi kick","تعليمات الشاشة"
"2","screen","screen-014-1mmbsqg.mp3","حرّك الخوذة بالأسهم (أو بالسحب)، واضرب بالمسافة (أو زرار 🔥) وصيب الإجابة الصح. معاك 3 محاولات!","screen-014-ui9t8c.mp3","Move the helmet with the arrow keys (or drag), fire with Space (or 🔥) and hit the correct answer. Three lives!","تعليمات الشاشة"
"2","screen","screen-015-1nyx556.mp3","العب تحدي النهارده، اطلع في الدوري الأسبوعي واكسب جوايز.","screen-015-uaefj.mp3","Play today's challenge, climb the weekly league and win awards.","تعليمات الشاشة"
"2","screen","screen-016-fmm9dv.mp3","كل اللي بيتمرنوا على الجهاز ده — دوس على أي لاعب تشوف صفحته.","screen-016-1ms2d69.mp3","Everyone training on this device — tap a player to see their hero page.","تعليمات الشاشة"
"2","screen","screen-017-1pbekyt.mp3","كل حزام وكل حركة وكل بومسي — دوس على أي حاجة وتعلّمها.","screen-017-iig4z.mp3","Every belt, every technique and every poomsae — tap one to learn it.","تعليمات الشاشة"
"2","screen","screen-018-tun030.mp3","لاعبين على شاشة واحدة: اللي يركل الأول في هدف صح ياخد النقط.","screen-018-1fwxim3.mp3","Two players, one screen: the first to kick a legal target scores.","تعليمات الشاشة"
"2","screen","screen-019-12ib53i.mp3","اختبر فهمك لحركات ومصطلحات التايكوندو","screen-019-4y8efg.mp3","Test your understanding of Taekwondo techniques and terminology","تعليمات الشاشة"
"2","screen","screen-020-1heovae.mp3","بص أنا بعمل الركلة الأمامية إزاي خطوة بخطوة!","screen-020-133zsfp.mp3","Watch how I perform the front kick step by step!","تعليمات الشاشة"
"3","quiz","quiz-001-b6zfkl.mp3","إيه الاسم الكوري للركلة الأمامية؟","quiz-001-1gc9rq9.mp3","What is the Korean name for front kick?","سؤال"
"3","quiz","quiz-002-z189su.mp3","أنهي جزء من الرجل بنستخدمه في الآب تشاجي؟","quiz-002-foe4ws.mp3","Which part of the foot makes contact in Ap Chagi?","سؤال"
"3","quiz","quiz-003-114x48t.mp3","إيه الهدف الأساسي لركلة الآب تشاجي؟","quiz-003-7ahjzc.mp3","What is the main TARGET of Ap Chagi?","سؤال"
"3","quiz","quiz-004-1hxblgd.mp3","القدم الواقفة بتلف بزاوية قد إيه في الآب تشاجي؟","quiz-004-12o2qrc.mp3","What is the pivot angle used in Ap Chagi?","سؤال"
"3","quiz","quiz-005-1i5f2h1.mp3","إيه أول مرحلة في الآب تشاجي؟","quiz-005-1vao5dn.mp3","What is the FIRST phase of Ap Chagi?","سؤال"
"3","quiz","quiz-006-1dommmp.mp3","الآب تشاجي الكاملة فيها كام مرحلة أساسية؟","quiz-006-zatext.mp3","How many main phases does a complete Ap Chagi have?","سؤال"
"3","quiz","quiz-007-u6o9ge.mp3","يعني إيه كلمة ""جونبي"" في التايكوندو؟","quiz-007-1ythn10.mp3","What does ""Junbi"" mean in Taekwondo?","سؤال"
"3","quiz","quiz-008-ejqsn6.mp3","ليه مرحلة السحب مهمة في الآب تشاجي؟","quiz-008-9rzyl5.mp3","Why is the recoil phase important in Ap Chagi?","سؤال"
"3","quiz","quiz-009-wd1xdz.mp3","يعني إيه كلمة ""تشاجي"" بالكوري؟","quiz-009-1s7xljy.mp3","What does ""Chagi"" mean in Korean?","سؤال"
"3","quiz","quiz-010-mff9e8.mp3","المدرب لاحظ إن ركلة الطالب بتوصل الهدف بس قوتها ضعيفة أوي — إيه أرجح سبب؟","quiz-010-5jrdvh.mp3","A coach says a student's kick reaches the target but has very little power. What is the most likely cause?","سؤال"
"3","quiz","quiz-011-1u4adva.mp3","إيه الاسم الكوري للركلة اللي شكلها زي الفاس دي؟","quiz-011-g3eqbn.mp3","What is the Korean name for this axe-style kick?","سؤال"
"3","quiz","quiz-012-1qmc2s6.mp3","أنهي جزء من الرجل بيضرب في نارو تشاجي؟","quiz-012-1fr9egy.mp3","Which part of the foot strikes in Naeryeo Chagi?","سؤال"
"3","quiz","quiz-013-11f4ari.mp3","إيه الهدف الأساسي لركلة نارو تشاجي؟","quiz-013-136ud8a.mp3","What is the main TARGET of Naeryeo Chagi?","سؤال"
"3","quiz","quiz-014-vowq8u.mp3","القدم الواقفة بتلف بزاوية قد إيه في نارو تشاجي؟","quiz-014-9zkio9.mp3","What pivot angle does Naeryeo Chagi use on the standing foot?","سؤال"
"3","quiz","quiz-015-xlgol9.mp3","إيه المرحلة التانية في نارو تشاجي؟","quiz-015-kclubh.mp3","What is the SECOND phase of Naeryeo Chagi?","سؤال"
"3","quiz","quiz-016-17ogl9m.mp3","ليه لازم الرجل تفضل مفرودة خالص وإنت بترفعها؟","quiz-016-vygbql.mp3","Why must the leg stay LOCKED STRAIGHT during the rise?","سؤال"
"3","quiz","quiz-017-mjhhb2.mp3","الطالب عمل الركلة بس الضربة جت خفيفة وناعمة مش حادة — إيه أرجح سبب؟","quiz-017-7lwqdi.mp3","A student's strike lands but feels weak and soft, not sharp. What is the likely cause?","سؤال"
"3","quiz","quiz-018-nqy8fk.mp3","إيه الاسم الكوري للركلة الجانبية المستقيمة دي؟","quiz-018-16862nz.mp3","What is the Korean name for this straight side kick?","سؤال"
"3","quiz","quiz-019-1187jz1.mp3","أنهي جزء من الرجل بيضرب في بيك تشاجي؟","quiz-019-j8jxph.mp3","Which part of the foot strikes in Bik Chagi?","سؤال"
"3","quiz","quiz-020-1br761g.mp3","إيه الأهداف الأساسية لركلة بيك تشاجي؟","quiz-020-7gyrwe.mp3","What are the main TARGETS of Bik Chagi?","سؤال"
"3","quiz","quiz-021-1rfhdxh.mp3","القدم الواقفة بتلف بزاوية قد إيه في بيك تشاجي؟","quiz-021-1obk0vk.mp3","What pivot angle does Bik Chagi use on the standing foot?","سؤال"
"3","quiz","quiz-022-b9ia3p.mp3","إيه اللي لازم يفضل على خط واحد مستقيم في بيك تشاجي؟","quiz-022-9ivh5h.mp3","What must stay in one straight line during Bik Chagi?","سؤال"
"3","quiz","quiz-023-1cn36b7.mp3","ليه لازم تفضل حارس نفسك وإنت بتلف بجنبك؟","quiz-023-r6rqd5.mp3","Why must you keep your guard up while turning side-on?","سؤال"
"3","quiz","quiz-024-15gopey.mp3","ركلة الطالب الجانبية وصلت ضعيفة وهو مش متوازن — إيه أرجح سبب؟","quiz-024-1wyngbi.mp3","A student's side kick lands weak and off-balance. What is the most likely cause?","سؤال"
"3","quiz-blast","quiz-blast-001-9kebks.mp3","الركلة الأمامية المستقيمة في التايكوندو اسمها:","quiz-blast-001-137trxx.mp3","In Taekwondo, the straight front kick is called:","سؤال"
"3","quiz-blast","quiz-blast-002-1inkoau.mp3","الركلة الأمامية المستقيمة بتضرب بيها المنافس بـ:","quiz-blast-002-1htwi67.mp3","The straight front kick is delivered to the opponent with the:","سؤال"
"3","quiz-blast","quiz-blast-003-1ouzra7.mp3","أنهي حركة من دول بتتكرر في أول وآخر ركلة آب تشاجي؟","quiz-blast-003-1py6rt2.mp3","Which movement is repeated in both the preparatory and the final phase of Ap Chagi?","سؤال"
"3","quiz-blast","quiz-blast-004-dbmqfy.mp3","الركلة الأمامية المستقيمة اللي بتروح للراس بتجيب للاعب:","quiz-blast-004-huq2qc.mp3","A straight front kick to the head scores:","سؤال"
"3","quiz-blast","quiz-blast-005-v8wvte.mp3","إيه الهدف الأساسي لركلة آب تشاجي؟","quiz-blast-005-7ahjzc.mp3","What is the main target of Ap Chagi?","سؤال"
"3","quiz-blast","quiz-blast-006-1oomit8.mp3","قدم الارتكاز بتلف بزاوية قد إيه تقريبًا في آب تشاجي؟","quiz-blast-006-1jfgiuf.mp3","About how far does the standing foot pivot in Ap Chagi?","سؤال"
"3","quiz-blast","quiz-blast-007-17h3w6y.mp3","إيه أول مرحلة في آب تشاجي؟","quiz-blast-007-1vao5dn.mp3","What is the first phase of Ap Chagi?","سؤال"
"3","quiz-blast","quiz-blast-008-zyxmge.mp3","آب تشاجي الكاملة فيها كام مرحلة أساسية؟","quiz-blast-008-zatext.mp3","How many main phases does a complete Ap Chagi have?","سؤال"
"3","quiz-blast","quiz-blast-009-1xtrv5q.mp3","بنرفع الركبة لحد فين قبل ما نفرد الرجل؟","quiz-blast-009-clkecc.mp3","How high is the knee lifted before the leg extends?","سؤال"
"3","quiz-blast","quiz-blast-010-18739kj.mp3","بنعمل إيه بصوابع الرجل واحنا بنضرب آب تشاجي؟","quiz-blast-010-15e2onn.mp3","What do you do with your toes when striking in Ap Chagi?","سؤال"
"3","quiz-blast","quiz-blast-011-19y3bhr.mp3","ليه بنرجّع الرجل بسرعة بعد الضربة؟","quiz-blast-011-1at7sra.mp3","Why do we pull the leg back quickly after the strike?","سؤال"
"3","quiz-blast","quiz-blast-012-1amazhp.mp3","في ركلة نارو تشاجي، القدم الضاربة بتروح للهدف في مسار:","quiz-blast-012-djk0vv.mp3","In Naeryeo Chagi the kicking foot travels toward the target along a path going:","سؤال"
"3","quiz-blast","quiz-blast-013-8fjquw.mp3","ركلة نارو تشاجي في التايكوندو معروفة باسم:","quiz-blast-013-13hkomj.mp3","Naeryeo Chagi is also known as the:","سؤال"
"3","quiz-blast","quiz-blast-014-1sk2elw.mp3","الركلة الهجومية اللي بتنزل من فوق لتحت على راس المنافس اسمها:","quiz-blast-014-1eyh03v.mp3","The kick that travels from top to bottom toward the opponent's head is:","سؤال"
"3","quiz-blast","quiz-blast-015-12tuh0j.mp3","ضربة نارو تشاجي بتتعمل بأنهي جزء من القدم؟","quiz-blast-015-282os2.mp3","Which part of the foot lands the strike in Naeryeo Chagi?","سؤال"
"3","quiz-blast","quiz-blast-016-1vrn2zo.mp3","قدم الارتكاز بتلف قد إيه في نارو تشاجي؟","quiz-blast-016-1spiadu.mp3","How far does the standing foot pivot in Naeryeo Chagi?","سؤال"
"3","quiz-blast","quiz-blast-017-ubstj7.mp3","مرحلة الضربة في نارو تشاجي اسمها إيه؟","quiz-blast-017-1k9vfcj.mp3","What is the striking phase of Naeryeo Chagi called?","سؤال"
"3","quiz-blast","quiz-blast-018-1tfq59x.mp3","الرجل بتطلع إزاي قبل ما تنزل؟","quiz-blast-018-e9jouo.mp3","How does the leg rise before it drops?","سؤال"
"3","quiz-blast","quiz-blast-019-rxo77l.mp3","ليه الرجل لازم تفضل مفرودة خالص وهي طالعة؟","quiz-blast-019-4mbqn7.mp3","Why must the leg stay straight during the rise?","سؤال"
"3","quiz-blast","quiz-blast-020-he3xme.mp3","الجذع بيعمل إيه والرجل طالعة لفوق؟","quiz-blast-020-1ort6ip.mp3","What does the torso do while the leg rises?","سؤال"
"3","quiz-blast","quiz-blast-021-o8b2vg.mp3","ضربة بيك تشاجي بتتعمل بأنهي جزء من القدم؟","quiz-blast-021-j8jxph.mp3","Which part of the foot strikes in Bik Chagi?","سؤال"
"3","quiz-blast","quiz-blast-022-u4lopj.mp3","قدم الارتكاز بتلف قد إيه في بيك تشاجي؟","quiz-blast-022-1nixrcl.mp3","How far does the standing foot pivot in Bik Chagi?","سؤال"
"3","quiz-blast","quiz-blast-023-kg4rjy.mp3","الجسم بيبقى واخد أنهي اتجاه ناحية الهدف في بيك تشاجي؟","quiz-blast-023-dy5a4j.mp3","How does the body face the target in Bik Chagi?","سؤال"
"3","quiz-blast","quiz-blast-024-phvem0.mp3","إيه اللي لازم يفضل في خط واحد مستقيم ناحية الهدف؟","quiz-blast-024-4zhodt.mp3","What must stay in one straight line toward the target?","سؤال"
"3","quiz-blast","quiz-blast-025-g72opj.mp3","بنعمل إيه في المرحلة التانية من بيك تشاجي؟","quiz-blast-025-16ra5oi.mp3","What happens in the second phase of Bik Chagi?","سؤال"
"3","quiz-blast","quiz-blast-026-c3x2q7.mp3","ليه بنفضل رافعين إيدينا واحنا بنلف بالجنب؟","quiz-blast-026-1bfmawv.mp3","Why do we keep the hands up while turning side-on?","سؤال"
"3","quiz-blast","quiz-blast-027-1yg5lbd.mp3","بنرجّع الرجل إزاي بعد ضربة بيك تشاجي؟","quiz-blast-027-euj4hn.mp3","How do you pull the leg back after a Bik Chagi strike?","سؤال"
"3","quiz-blast","quiz-blast-028-1svltum.mp3","ركلة جانبية ضعيفة ومش متوازنة — إيه أكتر سبب محتمل؟","quiz-blast-028-1ntq3ck.mp3","A side kick lands weak and off-balance. What is the most likely cause?","سؤال"
"3","quiz-blast","quiz-blast-029-1udbbkh.mp3","بيك تشاجي الكاملة فيها كام مرحلة أساسية؟","quiz-blast-029-e645p4.mp3","How many main phases does a complete Bik Chagi have?","سؤال"
"3","error-hunt","error-hunt-001-5okpoy.mp3","المقاتل عينه دايمًا على الهدف. بص على وضع الراس.","error-hunt-001-1p3qb4n.mp3","A fighter always keeps the eyes on the target. Check the head.","سؤال"
"3","error-hunt","error-hunt-002-1vmlapv.mp3","لازم الركلة تطلع وتخلص والرجل مفرودة. بص على رجل الركلة.","error-hunt-002-fnhar7.mp3","The kick should snap out and finish with a straight leg. Check the kicking leg.","سؤال"
"3","error-hunt","error-hunt-003-2f6su1.mp3","قوة الدفع كويسة، بس توازن الجسم بيتأثر بوضع الجزء اللي فوق من الجذع.","error-hunt-003-1e60wex.mp3","The drive is good, but your balance depends on the position of the upper body.","سؤال"
"3","error-hunt","error-hunt-004-yryark.mp3","الركلة القوية بتبدأ من قاعدة ثابتة. بص على الرجل اللي واقف عليها.","error-hunt-004-lcok3v.mp3","A powerful kick starts from a solid base. Check the foot you are standing on.","سؤال"
"3","performance","performance-001-1y3vqvb.mp3","بص على الصورة، واختار الجملة الوحيدة الغلط عن الأداء الصح","performance-001-crszov.mp3","Look at the image and find the ONE statement that is technically WRONG","سؤال"
